Region/Country/Area Code,Region/Country/Area,Year,Series,Value
558,Nicaragua,2005,Permanent crops (thousand hectares),290
558,Nicaragua,2005,Forest cover (thousand hectares),"4,794"
558,Nicaragua,2005,Arable land (% of total land area),16.6
558,Nicaragua,2005,Permanent crops (% of total land area),2.4
558,Nicaragua,2005,Forest cover (% of total land area),39.8
558,Nicaragua,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),68.13
558,Nicaragua,2010,Land area (thousand hectares),"12,034"
558,Nicaragua,2010,Arable land (thousand hectares),"1,531"
558,Nicaragua,2010,Permanent crops (thousand hectares),295
558,Nicaragua,2010,Forest cover (thousand hectares),"4,188"
558,Nicaragua,2010,Arable land (% of total land area),12.7
558,Nicaragua,2010,Permanent crops (% of total land area),2.5
558,Nicaragua,2010,Forest cover (% of total land area),34.8
558,Nicaragua,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),68.13
558,Nicaragua,2018,Land area (thousand hectares),"12,034"
558,Nicaragua,2018,Arable land (thousand hectares),"1,504"
558,Nicaragua,2018,Permanent crops (thousand hectares),286
558,Nicaragua,2018,Forest cover (thousand hectares),"3,608"
558,Nicaragua,2018,Arable land (% of total land area),12.5
558,Nicaragua,2018,Permanent crops (% of total land area),2.4
558,Nicaragua,2018,Forest cover (% of total land area),30
558,Nicaragua,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),69.68
558,Nicaragua,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),69.68
562,Niger,2005,Land area (thousand hectares),"126,670"
562,Niger,2005,Arable land (thousand hectares),"14,123"
562,Niger,2005,Permanent crops (thousand hectares),60
562,Niger,2005,Forest cover (thousand hectares),"1,266"
562,Niger,2005,Arable land (% of total land area),11.1
562,Niger,2005,Permanent crops (% of total land area),0
562,Niger,2005,Forest cover (% of total land area),1
562,Niger,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),23.44
562,Niger,2010,Land area (thousand hectares),"126,670"
562,Niger,2010,Arable land (thousand hectares),"15,100"
562,Niger,2010,Permanent crops (thousand hectares),100
562,Niger,2010,Forest cover (thousand hectares),"1,204"
562,Niger,2010,Arable land (% of total land area),11.9
562,Niger,2010,Permanent crops (% of total land area),0.1
562,Niger,2010,Forest cover (% of total land area),1
562,Niger,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),23.44
562,Niger,2018,Land area (thousand hectares),"126,670"
562,Niger,2018,Arable land (thousand hectares),"17,700"
562,Niger,2018,Permanent crops (thousand hectares),118
562,Niger,2018,Forest cover (thousand hectares),"1,105"
562,Niger,2018,Arable land (% of total land area),14
562,Niger,2018,Permanent crops (% of total land area),0.1
562,Niger,2018,Forest cover (% of total land area),0.9
562,Niger,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),46.97
562,Niger,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),54.69
566,Nigeria,2005,Land area (thousand hectares),"91,077"
566,Nigeria,2005,Arable land (thousand hectares),"36,000"
566,Nigeria,2005,Permanent crops (thousand hectares),"6,400"
566,Nigeria,2005,Forest cover (thousand hectares),"24,077"
566,Nigeria,2005,Arable land (% of total land area),39.5
566,Nigeria,2005,Permanent crops (% of total land area),7
566,Nigeria,2005,Forest cover (% of total land area),26.4
566,Nigeria,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),75.88
566,Nigeria,2010,Land area (thousand hectares),"91,077"
566,Nigeria,2010,Arable land (thousand hectares),"33,000"
566,Nigeria,2010,Permanent crops (thousand hectares),"6,700"
566,Nigeria,2010,Forest cover (thousand hectares),"23,260"
566,Nigeria,2010,Arable land (% of total land area),36.2
566,Nigeria,2010,Permanent crops (% of total land area),7.4
566,Nigeria,2010,Forest cover (% of total land area),25.5
566,Nigeria,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),80.41
566,Nigeria,2018,Land area (thousand hectares),"91,077"
566,Nigeria,2018,Arable land (thousand hectares),"34,000"
566,Nigeria,2018,Permanent crops (thousand hectares),"6,500"
566,Nigeria,2018,Forest cover (thousand hectares),"21,954"
566,Nigeria,2018,Arable land (% of total land area),37.3
566,Nigeria,2018,Permanent crops (% of total land area),7.1
566,Nigeria,2018,Forest cover (% of total land area),24.1
566,Nigeria,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),80.41
566,Nigeria,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),80.41
570,Niue,2005,Land area (thousand hectares),26
570,Niue,2005,Arable land (thousand hectares),1
570,Niue,2005,Permanent crops (thousand hectares),3
570,Niue,2005,Forest cover (thousand hectares),19
570,Niue,2005,Arable land (% of total land area),3.8
570,Niue,2005,Permanent crops (% of total land area),10.8
570,Niue,2005,Forest cover (% of total land area),72.3
570,Niue,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),95.28
570,Niue,2010,Land area (thousand hectares),26
570,Niue,2010,Arable land (thousand hectares),1
570,Niue,2010,Permanent crops (thousand hectares),3
570,Niue,2010,Forest cover (thousand hectares),19
570,Niue,2010,Arable land (% of total land area),3.8
570,Niue,2010,Permanent crops (% of total land area),11.5
570,Niue,2010,Forest cover (% of total land area),72.2
570,Niue,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),95.28
570,Niue,2018,Land area (thousand hectares),26
570,Niue,2018,Arable land (thousand hectares),1
570,Niue,2018,Permanent crops (thousand hectares),3
570,Niue,2018,Forest cover (thousand hectares),19
570,Niue,2018,Arable land (% of total land area),3.8
570,Niue,2018,Permanent crops (% of total land area),11.5
570,Niue,2018,Forest cover (% of total land area),72.5
570,Niue,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),95.28
570,Niue,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),95.28
574,Norfolk Island,2005,Land area (thousand hectares),4
574,Norfolk Island,2005,Forest cover (thousand hectares),0
574,Norfolk Island,2005,Forest cover (% of total land area),12.3
574,Norfolk Island,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),44.38
574,Norfolk Island,2010,Land area (thousand hectares),4
574,Norfolk Island,2010,Forest cover (thousand hectares),0
574,Norfolk Island,2010,Forest cover (% of total land area),12.3
574,Norfolk Island,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),44.38
574,Norfolk Island,2018,Land area (thousand hectares),4
574,Norfolk Island,2018,Forest cover (thousand hectares),0
574,Norfolk Island,2018,Forest cover (% of total land area),12.3
574,Norfolk Island,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),55.88
574,Norfolk Island,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),55.88
807,North Macedonia,2005,Land area (thousand hectares),"2,543"
807,North Macedonia,2005,Arable land (thousand hectares),448
807,North Macedonia,2005,Permanent crops (thousand hectares),39
807,North Macedonia,2005,Forest cover (thousand hectares),959
807,North Macedonia,2005,Arable land (% of total land area),17.6
807,North Macedonia,2005,Permanent crops (% of total land area),1.5
807,North Macedonia,2005,Forest cover (% of total land area),37.7
807,North Macedonia,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),24.18
807,North Macedonia,2010,Land area (thousand hectares),"2,522"
807,North Macedonia,2010,Arable land (thousand hectares),414
807,North Macedonia,2010,Permanent crops (thousand hectares),35
807,North Macedonia,2010,Forest cover (thousand hectares),960
807,North Macedonia,2010,Arable land (% of total land area),16.4
807,North Macedonia,2010,Permanent crops (% of total land area),1.4
807,North Macedonia,2010,Forest cover (% of total land area),38.1
807,North Macedonia,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),24.4
807,North Macedonia,2018,Land area (thousand hectares),"2,522"
807,North Macedonia,2018,Arable land (thousand hectares),418
807,North Macedonia,2018,Permanent crops (thousand hectares),41
807,North Macedonia,2018,Forest cover (thousand hectares),"1,001"
807,North Macedonia,2018,Arable land (% of total land area),16.6
807,North Macedonia,2018,Permanent crops (% of total land area),1.6
807,North Macedonia,2018,Forest cover (% of total land area),39.7
807,North Macedonia,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),24.4
807,North Macedonia,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),24.4
580,Northern Mariana Islands,2005,Land area (thousand hectares),46
580,Northern Mariana Islands,2005,Arable land (thousand hectares),1
580,Northern Mariana Islands,2005,Permanent crops (thousand hectares),1
580,Northern Mariana Islands,2005,Forest cover (thousand hectares),31
580,Northern Mariana Islands,2005,Arable land (% of total land area),2.2
580,Northern Mariana Islands,2005,Permanent crops (% of total land area),2.2
580,Northern Mariana Islands,2005,Forest cover (% of total land area),67.7
580,Northern Mariana Islands,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),12.98
580,Northern Mariana Islands,2010,Land area (thousand hectares),46
580,Northern Mariana Islands,2010,Arable land (thousand hectares),1
580,Northern Mariana Islands,2010,Permanent crops (thousand hectares),1
580,Northern Mariana Islands,2010,Forest cover (thousand hectares),30
580,Northern Mariana Islands,2010,Arable land (% of total land area),2.2
580,Northern Mariana Islands,2010,Permanent crops (% of total land area),2.2
580,Northern Mariana Islands,2010,Forest cover (% of total land area),65.9
580,Northern Mariana Islands,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),40.59
580,Northern Mariana Islands,2018,Land area (thousand hectares),46
580,Northern Mariana Islands,2018,Arable land (thousand hectares),1
580,Northern Mariana Islands,2018,Permanent crops (thousand hectares),1
580,Northern Mariana Islands,2018,Forest cover (thousand hectares),24
580,Northern Mariana Islands,2018,Arable land (% of total land area),2.2
580,Northern Mariana Islands,2018,Permanent crops (% of total land area),2.2
580,Northern Mariana Islands,2018,Forest cover (% of total land area),53
580,Northern Mariana Islands,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),40.59
580,Northern Mariana Islands,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),40.59
578,Norway,2005,Land area (thousand hectares),"36,524"
578,Norway,2005,Arable land (thousand hectares),862
578,Norway,2005,Permanent crops (thousand hectares),5
578,Norway,2005,Forest cover (thousand hectares),"12,108"
578,Norway,2005,Arable land (% of total land area),2.4
578,Norway,2005,Permanent crops (% of total land area),0
578,Norway,2005,Forest cover (% of total land area),33.1
578,Norway,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),49.95
578,Norway,2010,Land area (thousand hectares),"36,524"
578,Norway,2010,Arable land (thousand hectares),826
578,Norway,2010,Permanent crops (thousand hectares),5
578,Norway,2010,Forest cover (thousand hectares),"12,102"
578,Norway,2010,Arable land (% of total land area),2.3
578,Norway,2010,Permanent crops (% of total land area),0
578,Norway,2010,Forest cover (% of total land area),33.1
578,Norway,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),51.79
578,Norway,2018,Land area (thousand hectares),"36,511"
578,Norway,2018,Arable land (thousand hectares),803
578,Norway,2018,Permanent crops (thousand hectares),3
578,Norway,2018,Forest cover (thousand hectares),"12,164"
578,Norway,2018,Arable land (% of total land area),2.2
578,Norway,2018,Permanent crops (% of total land area),0
578,Norway,2018,Forest cover (% of total land area),33.3
578,Norway,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),56.48
578,Norway,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),56.5
512,Oman,2005,Land area (thousand hectares),"30,950"
512,Oman,2005,Arable land (thousand hectares),28
512,Oman,2005,Permanent crops (thousand hectares),37
512,Oman,2005,Forest cover (thousand hectares),3
512,Oman,2005,Arable land (% of total land area),0.1
512,Oman,2005,Permanent crops (% of total land area),0.1
