Region/Country/Area Code,Region/Country/Area,Year,Series,Value
144,Sri Lanka,2018,Forest cover (% of total land area),34.3
144,Sri Lanka,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),43.69
144,Sri Lanka,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),43.69
275,State of Palestine,2005,Land area (thousand hectares),602
275,State of Palestine,2005,Arable land (thousand hectares),99
275,State of Palestine,2005,Permanent crops (thousand hectares),115
275,State of Palestine,2005,Forest cover (thousand hectares),10
275,State of Palestine,2005,Arable land (% of total land area),16.4
275,State of Palestine,2005,Permanent crops (% of total land area),19.1
275,State of Palestine,2005,Forest cover (% of total land area),1.6
275,State of Palestine,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),15.48
275,State of Palestine,2010,Land area (thousand hectares),602
275,State of Palestine,2010,Arable land (thousand hectares),44
275,State of Palestine,2010,Permanent crops (thousand hectares),54
275,State of Palestine,2010,Forest cover (thousand hectares),10
275,State of Palestine,2010,Arable land (% of total land area),7.3
275,State of Palestine,2010,Permanent crops (% of total land area),9
275,State of Palestine,2010,Forest cover (% of total land area),1.7
275,State of Palestine,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),18.5
275,State of Palestine,2018,Land area (thousand hectares),602
275,State of Palestine,2018,Arable land (thousand hectares),87
275,State of Palestine,2018,Permanent crops (thousand hectares),99
275,State of Palestine,2018,Forest cover (thousand hectares),10
275,State of Palestine,2018,Arable land (% of total land area),14.5
275,State of Palestine,2018,Permanent crops (% of total land area),16.4
275,State of Palestine,2018,Forest cover (% of total land area),1.7
275,State of Palestine,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),20.93
275,State of Palestine,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),20.93
729,Sudan,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),9.09
729,Sudan,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),9.09
729,Sudan,2018,Land area (thousand hectares),"184,923"
729,Sudan,2018,Arable land (thousand hectares),"19,823"
729,Sudan,2018,Permanent crops (thousand hectares),168
729,Sudan,2018,Forest cover (thousand hectares),"18,704"
729,Sudan,2018,Arable land (% of total land area),"1,524.90"
729,Sudan,2018,Permanent crops (% of total land area),16.8
729,Sudan,2018,Forest cover (% of total land area),878.6
729,Sudan,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),17.81
729,Sudan,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),17.81
736,Sudan [former],2005,Land area (thousand hectares),"237,600"
736,Sudan [former],2005,Arable land (thousand hectares),"18,750"
736,Sudan [former],2005,Permanent crops (thousand hectares),130
736,Sudan [former],2005,Forest cover (thousand hectares),"28,111"
736,Sudan [former],2005,Arable land (% of total land area),94.6
736,Sudan [former],2005,Permanent crops (% of total land area),77.4
736,Sudan [former],2005,Forest cover (% of total land area),147.6
736,Sudan [former],2010,Land area (thousand hectares),"237,600"
736,Sudan [former],2010,Arable land (thousand hectares),"19,878"
736,Sudan [former],2010,Permanent crops (thousand hectares),142
736,Sudan [former],2010,Forest cover (thousand hectares),"27,238"
736,Sudan [former],2010,Arable land (% of total land area),8.4
736,Sudan [former],2010,Permanent crops (% of total land area),0.1
736,Sudan [former],2010,Forest cover (% of total land area),11.5
740,Suriname,2005,Land area (thousand hectares),"15,600"
740,Suriname,2005,Arable land (thousand hectares),49
740,Suriname,2005,Permanent crops (thousand hectares),6
740,Suriname,2005,Forest cover (thousand hectares),"15,320"
740,Suriname,2005,Arable land (% of total land area),0.3
740,Suriname,2005,Permanent crops (% of total land area),0
740,Suriname,2005,Forest cover (% of total land area),98.2
740,Suriname,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),51.19
740,Suriname,2010,Land area (thousand hectares),"15,600"
740,Suriname,2010,Arable land (thousand hectares),55
740,Suriname,2010,Permanent crops (thousand hectares),6
740,Suriname,2010,Forest cover (thousand hectares),"15,300"
740,Suriname,2010,Arable land (% of total land area),0.4
740,Suriname,2010,Permanent crops (% of total land area),0
740,Suriname,2010,Forest cover (% of total land area),98.1
740,Suriname,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),51.19
740,Suriname,2018,Land area (thousand hectares),"15,600"
740,Suriname,2018,Arable land (thousand hectares),62
740,Suriname,2018,Permanent crops (thousand hectares),6
740,Suriname,2018,Forest cover (thousand hectares),"15,221"
740,Suriname,2018,Arable land (% of total land area),0.4
740,Suriname,2018,Permanent crops (% of total land area),0
740,Suriname,2018,Forest cover (% of total land area),97.6
740,Suriname,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),51.19
740,Suriname,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),51.19
744,Svalbard and Jan Mayen Is.,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),65.29
744,Svalbard and Jan Mayen Is.,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),65.29
744,Svalbard and Jan Mayen Is.,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),69.24
752,Sweden,2005,Land area (thousand hectares),"41,034"
752,Sweden,2005,Arable land (thousand hectares),"2,698"
752,Sweden,2005,Permanent crops (thousand hectares),5
752,Sweden,2005,Forest cover (thousand hectares),"28,118"
752,Sweden,2005,Arable land (% of total land area),6.6
752,Sweden,2005,Permanent crops (% of total land area),0
752,Sweden,2005,Forest cover (% of total land area),68.5
752,Sweden,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),55.06
752,Sweden,2010,Land area (thousand hectares),"41,034"
752,Sweden,2010,Arable land (thousand hectares),"2,629"
752,Sweden,2010,Permanent crops (thousand hectares),5
752,Sweden,2010,Forest cover (thousand hectares),"28,073"
752,Sweden,2010,Arable land (% of total land area),6.4
752,Sweden,2010,Permanent crops (% of total land area),0
752,Sweden,2010,Forest cover (% of total land area),68.4
752,Sweden,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),57.32
752,Sweden,2018,Land area (thousand hectares),"40,731"
752,Sweden,2018,Arable land (thousand hectares),"2,550"
752,Sweden,2018,Permanent crops (thousand hectares),4
752,Sweden,2018,Forest cover (thousand hectares),"27,980"
752,Sweden,2018,Arable land (% of total land area),6.3
752,Sweden,2018,Permanent crops (% of total land area),0
752,Sweden,2018,Forest cover (% of total land area),68.7
752,Sweden,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),58.98
752,Sweden,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),59.11
756,Switzerland,2005,Land area (thousand hectares),"3,952"
756,Switzerland,2005,Arable land (thousand hectares),406
756,Switzerland,2005,Permanent crops (thousand hectares),23
756,Switzerland,2005,Forest cover (thousand hectares),"1,215"
756,Switzerland,2005,Arable land (% of total land area),10.3
756,Switzerland,2005,Permanent crops (% of total land area),0.6
756,Switzerland,2005,Forest cover (% of total land area),30.8
756,Switzerland,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),28.74
756,Switzerland,2010,Land area (thousand hectares),"3,952"
756,Switzerland,2010,Arable land (thousand hectares),405
756,Switzerland,2010,Permanent crops (thousand hectares),24
756,Switzerland,2010,Forest cover (thousand hectares),"1,235"
756,Switzerland,2010,Arable land (% of total land area),10.2
756,Switzerland,2010,Permanent crops (% of total land area),0.6
756,Switzerland,2010,Forest cover (% of total land area),31.2
756,Switzerland,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),35.29
756,Switzerland,2018,Land area (thousand hectares),"3,952"
756,Switzerland,2018,Arable land (thousand hectares),398
756,Switzerland,2018,Permanent crops (thousand hectares),25
756,Switzerland,2018,Forest cover (thousand hectares),"1,262"
756,Switzerland,2018,Arable land (% of total land area),10.1
756,Switzerland,2018,Permanent crops (% of total land area),0.6
756,Switzerland,2018,Forest cover (% of total land area),31.9
756,Switzerland,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),37.03
756,Switzerland,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),37.03
760,Syrian Arab Republic,2005,Land area (thousand hectares),"18,357"
760,Syrian Arab Republic,2005,Arable land (thousand hectares),"4,675"
760,Syrian Arab Republic,2005,Permanent crops (thousand hectares),887
760,Syrian Arab Republic,2005,Forest cover (thousand hectares),462
760,Syrian Arab Republic,2005,Arable land (% of total land area),25.5
760,Syrian Arab Republic,2005,Permanent crops (% of total land area),4.8
760,Syrian Arab Republic,2005,Forest cover (% of total land area),2.5
760,Syrian Arab Republic,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),0
760,Syrian Arab Republic,2010,Land area (thousand hectares),"18,363"
760,Syrian Arab Republic,2010,Arable land (thousand hectares),"4,687"
760,Syrian Arab Republic,2010,Permanent crops (thousand hectares),"1,009"
760,Syrian Arab Republic,2010,Forest cover (thousand hectares),492
760,Syrian Arab Republic,2010,Arable land (% of total land area),25.5
760,Syrian Arab Republic,2010,Permanent crops (% of total land area),5.5
760,Syrian Arab Republic,2010,Forest cover (% of total land area),2.7
760,Syrian Arab Republic,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),0
760,Syrian Arab Republic,2018,Land area (thousand hectares),"18,363"
760,Syrian Arab Republic,2018,Arable land (thousand hectares),"4,662"
760,Syrian Arab Republic,2018,Permanent crops (thousand hectares),"1,071"
760,Syrian Arab Republic,2018,Forest cover (thousand hectares),522
760,Syrian Arab Republic,2018,Arable land (% of total land area),25.4
760,Syrian Arab Republic,2018,Permanent crops (% of total land area),5.8
760,Syrian Arab Republic,2018,Forest cover (% of total land area),2.8
760,Syrian Arab Republic,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),0
760,Syrian Arab Republic,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),0
762,Tajikistan,2005,Land area (thousand hectares),"13,996"
762,Tajikistan,2005,Arable land (thousand hectares),757
762,Tajikistan,2005,Permanent crops (thousand hectares),117
762,Tajikistan,2005,Forest cover (thousand hectares),410
762,Tajikistan,2005,Arable land (% of total land area),5.4
762,Tajikistan,2005,Permanent crops (% of total land area),0.8
762,Tajikistan,2005,Forest cover (% of total land area),2.9
762,Tajikistan,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),15.77
762,Tajikistan,2010,Land area (thousand hectares),"13,996"
762,Tajikistan,2010,Arable land (thousand hectares),747
762,Tajikistan,2010,Permanent crops (thousand hectares),134
762,Tajikistan,2010,Forest cover (thousand hectares),410
762,Tajikistan,2010,Arable land (% of total land area),5.3
762,Tajikistan,2010,Permanent crops (% of total land area),1
762,Tajikistan,2010,Forest cover (% of total land area),2.9
762,Tajikistan,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),15.77
762,Tajikistan,2018,Land area (thousand hectares),"13,879"
762,Tajikistan,2018,Arable land (thousand hectares),702
762,Tajikistan,2018,Permanent crops (thousand hectares),151
762,Tajikistan,2018,Forest cover (thousand hectares),422
762,Tajikistan,2018,Arable land (% of total land area),5.1
762,Tajikistan,2018,Permanent crops (% of total land area),1.1
762,Tajikistan,2018,Forest cover (% of total land area),3
762,Tajikistan,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),16.81
762,Tajikistan,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),16.81
764,Thailand,2005,Land area (thousand hectares),"51,089"
764,Thailand,2005,Arable land (thousand hectares),"15,200"
764,Thailand,2005,Permanent crops (thousand hectares),"3,610"
764,Thailand,2005,Forest cover (thousand hectares),"19,536"
764,Thailand,2005,Arable land (% of total land area),29.8
764,Thailand,2005,Permanent crops (% of total land area),7.1
764,Thailand,2005,Forest cover (% of total land area),38.2
764,Thailand,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),67.72
764,Thailand,2010,Land area (thousand hectares),"51,089"
764,Thailand,2010,Arable land (thousand hectares),"15,760"
764,Thailand,2010,Permanent crops (thousand hectares),"4,500"
764,Thailand,2010,Forest cover (thousand hectares),"20,073"
764,Thailand,2010,Arable land (% of total land area),30.8
764,Thailand,2010,Permanent crops (% of total land area),8.8
764,Thailand,2010,Forest cover (% of total land area),39.3
764,Thailand,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),71.1
764,Thailand,2018,Land area (thousand hectares),"51,089"
764,Thailand,2018,Arable land (thousand hectares),"16,810"
764,Thailand,2018,Permanent crops (thousand hectares),"4,500"
764,Thailand,2018,Forest cover (thousand hectares),"19,945"
764,Thailand,2018,Arable land (% of total land area),32.9
764,Thailand,2018,Permanent crops (% of total land area),8.8
764,Thailand,2018,Forest cover (% of total land area),39
764,Thailand,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),71.1
764,Thailand,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),71.1
626,Timor-Leste,2005,Land area (thousand hectares),"1,487"
626,Timor-Leste,2005,Arable land (thousand hectares),170
626,Timor-Leste,2005,Permanent crops (thousand hectares),65
626,Timor-Leste,2005,Forest cover (thousand hectares),942
626,Timor-Leste,2005,Arable land (% of total land area),11.4
626,Timor-Leste,2005,Permanent crops (% of total land area),4.4
626,Timor-Leste,2005,Forest cover (% of total land area),63.4
626,Timor-Leste,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),12.97
626,Timor-Leste,2010,Land area (thousand hectares),"1,487"
626,Timor-Leste,2010,Arable land (thousand hectares),150
626,Timor-Leste,2010,Permanent crops (thousand hectares),72
626,Timor-Leste,2010,Forest cover (thousand hectares),935
626,Timor-Leste,2010,Arable land (% of total land area),10.1
626,Timor-Leste,2010,Permanent crops (% of total land area),4.8
626,Timor-Leste,2010,Forest cover (% of total land area),62.9
626,Timor-Leste,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),40.67
626,Timor-Leste,2018,Land area (thousand hectares),"1,487"
626,Timor-Leste,2018,Arable land (thousand hectares),155
626,Timor-Leste,2018,Permanent crops (thousand hectares),75
626,Timor-Leste,2018,Forest cover (thousand hectares),924
626,Timor-Leste,2018,Arable land (% of total land area),10.4
626,Timor-Leste,2018,Permanent crops (% of total land area),5
626,Timor-Leste,2018,Forest cover (% of total land area),62.1
626,Timor-Leste,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),45.58
626,Timor-Leste,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),45.58
768,Togo,2005,Land area (thousand hectares),"5,439"
768,Togo,2005,Arable land (thousand hectares),"2,100"
768,Togo,2005,Permanent crops (thousand hectares),150
768,Togo,2005,Forest cover (thousand hectares),"1,254"
768,Togo,2005,Arable land (% of total land area),38.6
768,Togo,2005,Permanent crops (% of total land area),2.8
768,Togo,2005,Forest cover (% of total land area),23
768,Togo,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),79.45
768,Togo,2010,Land area (thousand hectares),"5,439"
768,Togo,2010,Arable land (thousand hectares),"2,460"
768,Togo,2010,Permanent crops (thousand hectares),205
768,Togo,2010,Forest cover (thousand hectares),"1,239"
768,Togo,2010,Arable land (% of total land area),45.2
768,Togo,2010,Permanent crops (% of total land area),3.8
768,Togo,2010,Forest cover (% of total land area),22.8
768,Togo,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),79.45
768,Togo,2018,Land area (thousand hectares),"5,439"
768,Togo,2018,Arable land (thousand hectares),"2,650"
768,Togo,2018,Permanent crops (thousand hectares),170
768,Togo,2018,Forest cover (thousand hectares),"1,215"
768,Togo,2018,Arable land (% of total land area),48.7
768,Togo,2018,Permanent crops (% of total land area),3.1
768,Togo,2018,Forest cover (% of total land area),22.3
768,Togo,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),79.45
768,Togo,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),79.45
772,Tokelau,2005,Land area (thousand hectares),1
772,Tokelau,2005,Permanent crops (thousand hectares),1
772,Tokelau,2005,Forest cover (thousand hectares),0
772,Tokelau,2005,Permanent crops (% of total land area),60
772,Tokelau,2005,Forest cover (% of total land area),0
772,Tokelau,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),0
772,Tokelau,2010,Land area (thousand hectares),1
772,Tokelau,2010,Permanent crops (thousand hectares),1
772,Tokelau,2010,Forest cover (thousand hectares),0
772,Tokelau,2010,Permanent crops (% of total land area),60
772,Tokelau,2010,Forest cover (% of total land area),0
772,Tokelau,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),0
772,Tokelau,2018,Land area (thousand hectares),1
772,Tokelau,2018,Permanent crops (thousand hectares),1
772,Tokelau,2018,Forest cover (thousand hectares),0
772,Tokelau,2018,Permanent crops (% of total land area),60
772,Tokelau,2018,Forest cover (% of total land area),0
772,Tokelau,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),0
772,Tokelau,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),0
776,Tonga,2005,Land area (thousand hectares),72
776,Tonga,2005,Arable land (thousand hectares),15
776,Tonga,2005,Permanent crops (thousand hectares),11
776,Tonga,2005,Forest cover (thousand hectares),9
776,Tonga,2005,Arable land (% of total land area),20.8
776,Tonga,2005,Permanent crops (% of total land area),15.3
776,Tonga,2005,Forest cover (% of total land area),12.4
776,Tonga,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),26.07
776,Tonga,2010,Land area (thousand hectares),72
776,Tonga,2010,Arable land (thousand hectares),17
776,Tonga,2010,Permanent crops (thousand hectares),11
776,Tonga,2010,Forest cover (thousand hectares),9
776,Tonga,2010,Arable land (% of total land area),23.6
776,Tonga,2010,Permanent crops (% of total land area),15.3
776,Tonga,2010,Forest cover (% of total land area),12.4
776,Tonga,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),26.07
776,Tonga,2018,Land area (thousand hectares),72
776,Tonga,2018,Arable land (thousand hectares),20
776,Tonga,2018,Permanent crops (thousand hectares),11
776,Tonga,2018,Forest cover (thousand hectares),9
776,Tonga,2018,Arable land (% of total land area),27.8
776,Tonga,2018,Permanent crops (% of total land area),15.3
776,Tonga,2018,Forest cover (% of total land area),12.4
776,Tonga,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),26.07
776,Tonga,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),26.07
780,Trinidad and Tobago,2005,Land area (thousand hectares),513
780,Trinidad and Tobago,2005,Arable land (thousand hectares),25
780,Trinidad and Tobago,2005,Permanent crops (thousand hectares),22
780,Trinidad and Tobago,2005,Forest cover (thousand hectares),235
780,Trinidad and Tobago,2005,Arable land (% of total land area),4.9
780,Trinidad and Tobago,2005,Permanent crops (% of total land area),4.3
780,Trinidad and Tobago,2005,Forest cover (% of total land area),45.7
780,Trinidad and Tobago,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),32
780,Trinidad and Tobago,2010,Land area (thousand hectares),513
780,Trinidad and Tobago,2010,Arable land (thousand hectares),25
780,Trinidad and Tobago,2010,Permanent crops (thousand hectares),22
780,Trinidad and Tobago,2010,Forest cover (thousand hectares),232
780,Trinidad and Tobago,2010,Arable land (% of total land area),4.9
780,Trinidad and Tobago,2010,Permanent crops (% of total land area),4.3
780,Trinidad and Tobago,2010,Forest cover (% of total land area),45.3
780,Trinidad and Tobago,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),32
780,Trinidad and Tobago,2018,Land area (thousand hectares),513
780,Trinidad and Tobago,2018,Arable land (thousand hectares),25
780,Trinidad and Tobago,2018,Permanent crops (thousand hectares),22
780,Trinidad and Tobago,2018,Forest cover (thousand hectares),229
780,Trinidad and Tobago,2018,Arable land (% of total land area),4.9
780,Trinidad and Tobago,2018,Permanent crops (% of total land area),4.3
780,Trinidad and Tobago,2018,Forest cover (% of total land area),44.6
780,Trinidad and Tobago,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),32
780,Trinidad and Tobago,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),32
788,Tunisia,2005,Land area (thousand hectares),"15,536"
788,Tunisia,2005,Arable land (thousand hectares),"2,730"
788,Tunisia,2005,Permanent crops (thousand hectares),"2,166"
788,Tunisia,2005,Forest cover (thousand hectares),678
788,Tunisia,2005,Arable land (% of total land area),17.6
788,Tunisia,2005,Permanent crops (% of total land area),13.9
788,Tunisia,2005,Forest cover (% of total land area),4.4
788,Tunisia,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),14.28
788,Tunisia,2010,Land area (thousand hectares),"15,536"
788,Tunisia,2010,Arable land (thousand hectares),"2,823"
788,Tunisia,2010,Permanent crops (thousand hectares),"2,363"
788,Tunisia,2010,Forest cover (thousand hectares),687
788,Tunisia,2010,Arable land (% of total land area),18.2
788,Tunisia,2010,Permanent crops (% of total land area),15.2
788,Tunisia,2010,Forest cover (% of total land area),4.4
788,Tunisia,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),25.29
788,Tunisia,2018,Land area (thousand hectares),"15,536"
788,Tunisia,2018,Arable land (thousand hectares),"2,607"
788,Tunisia,2018,Permanent crops (thousand hectares),"2,386"
788,Tunisia,2018,Forest cover (thousand hectares),700
788,Tunisia,2018,Arable land (% of total land area),16.8
788,Tunisia,2018,Permanent crops (% of total land area),15.4
788,Tunisia,2018,Forest cover (% of total land area),4.5
788,Tunisia,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),39.5
788,Tunisia,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),39.5
792,Turkey,2005,Land area (thousand hectares),"76,963"
792,Turkey,2005,Arable land (thousand hectares),"23,830"
792,Turkey,2005,Permanent crops (thousand hectares),"2,776"
792,Turkey,2005,Forest cover (thousand hectares),"20,616"
792,Turkey,2005,Arable land (% of total land area),31
792,Turkey,2005,Permanent crops (% of total land area),3.6
792,Turkey,2005,Forest cover (% of total land area),26.8
792,Turkey,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),2.27
792,Turkey,2010,Land area (thousand hectares),"76,963"
792,Turkey,2010,Arable land (thousand hectares),"21,384"
792,Turkey,2010,Permanent crops (thousand hectares),"3,011"
792,Turkey,2010,Forest cover (thousand hectares),"21,083"
792,Turkey,2010,Arable land (% of total land area),27.8
792,Turkey,2010,Permanent crops (% of total land area),3.9
792,Turkey,2010,Forest cover (% of total land area),27.4
792,Turkey,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),2.27
792,Turkey,2018,Land area (thousand hectares),"76,963"
792,Turkey,2018,Arable land (thousand hectares),"19,723"
792,Turkey,2018,Permanent crops (thousand hectares),"3,462"
792,Turkey,2018,Forest cover (thousand hectares),"21,908"
792,Turkey,2018,Arable land (% of total land area),25.6
792,Turkey,2018,Permanent crops (% of total land area),4.5
792,Turkey,2018,Forest cover (% of total land area),28.5
792,Turkey,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),2.33
792,Turkey,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),2.33
795,Turkmenistan,2005,Land area (thousand hectares),"46,993"
795,Turkmenistan,2005,Arable land (thousand hectares),"2,040"
795,Turkmenistan,2005,Permanent crops (thousand hectares),60
795,Turkmenistan,2005,Forest cover (thousand hectares),"4,127"
795,Turkmenistan,2005,Arable land (% of total land area),4.3
795,Turkmenistan,2005,Permanent crops (% of total land area),0.1
795,Turkmenistan,2005,Forest cover (% of total land area),8.8
795,Turkmenistan,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),14.04
795,Turkmenistan,2010,Land area (thousand hectares),"46,993"
795,Turkmenistan,2010,Arable land (thousand hectares),"1,940"
795,Turkmenistan,2010,Permanent crops (thousand hectares),60
795,Turkmenistan,2010,Forest cover (thousand hectares),"4,127"
795,Turkmenistan,2010,Arable land (% of total land area),4.1
795,Turkmenistan,2010,Permanent crops (% of total land area),0.1
795,Turkmenistan,2010,Forest cover (% of total land area),8.8
795,Turkmenistan,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),14.04
795,Turkmenistan,2018,Land area (thousand hectares),"46,993"
795,Turkmenistan,2018,Arable land (thousand hectares),"1,940"
795,Turkmenistan,2018,Permanent crops (thousand hectares),60
795,Turkmenistan,2018,Forest cover (thousand hectares),"4,127"
795,Turkmenistan,2018,Arable land (% of total land area),4.1
795,Turkmenistan,2018,Permanent crops (% of total land area),0.1
795,Turkmenistan,2018,Forest cover (% of total land area),8.8
795,Turkmenistan,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),14.04
795,Turkmenistan,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),14.04
796,Turks and Caicos Islands,2005,Land area (thousand hectares),95
796,Turks and Caicos Islands,2005,Arable land (thousand hectares),1
796,Turks and Caicos Islands,2005,Forest cover (thousand hectares),11
796,Turks and Caicos Islands,2005,Arable land (% of total land area),1.1
796,Turks and Caicos Islands,2005,Forest cover (% of total land area),11.1
796,Turks and Caicos Islands,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),27.94
796,Turks and Caicos Islands,2010,Land area (thousand hectares),95
796,Turks and Caicos Islands,2010,Arable land (thousand hectares),1
796,Turks and Caicos Islands,2010,Forest cover (thousand hectares),11
796,Turks and Caicos Islands,2010,Arable land (% of total land area),1.1
796,Turks and Caicos Islands,2010,Forest cover (% of total land area),11.1
796,Turks and Caicos Islands,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),27.94
796,Turks and Caicos Islands,2018,Land area (thousand hectares),95
796,Turks and Caicos Islands,2018,Arable land (thousand hectares),1
796,Turks and Caicos Islands,2018,Forest cover (thousand hectares),11
796,Turks and Caicos Islands,2018,Arable land (% of total land area),1.1
796,Turks and Caicos Islands,2018,Forest cover (% of total land area),11.1
796,Turks and Caicos Islands,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),27.94
796,Turks and Caicos Islands,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),27.94
798,Tuvalu,2005,Land area (thousand hectares),3
798,Tuvalu,2005,Permanent crops (thousand hectares),2
798,Tuvalu,2005,Forest cover (thousand hectares),1
798,Tuvalu,2005,Permanent crops (% of total land area),56.7
798,Tuvalu,2005,Forest cover (% of total land area),33.3
798,Tuvalu,2010,Land area (thousand hectares),3
798,Tuvalu,2010,Permanent crops (thousand hectares),2
798,Tuvalu,2010,Forest cover (thousand hectares),1
798,Tuvalu,2010,Permanent crops (% of total land area),60
798,Tuvalu,2010,Forest cover (% of total land area),33.3
798,Tuvalu,2018,Land area (thousand hectares),3
798,Tuvalu,2018,Permanent crops (thousand hectares),2
798,Tuvalu,2018,Forest cover (thousand hectares),1
798,Tuvalu,2018,Permanent crops (% of total land area),60
798,Tuvalu,2018,Forest cover (% of total land area),33.3
800,Uganda,2005,Land area (thousand hectares),"19,981"
800,Uganda,2005,Arable land (thousand hectares),"5,950"
800,Uganda,2005,Permanent crops (thousand hectares),"2,200"
800,Uganda,2005,Forest cover (thousand hectares),"2,957"
800,Uganda,2005,Arable land (% of total land area),29.8
800,Uganda,2005,Permanent crops (% of total land area),11
800,Uganda,2005,Forest cover (% of total land area),14.8
800,Uganda,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),65.87
800,Uganda,2010,Land area (thousand hectares),"20,052"
800,Uganda,2010,Arable land (thousand hectares),"6,750"
800,Uganda,2010,Permanent crops (thousand hectares),"2,200"
800,Uganda,2010,Forest cover (thousand hectares),"2,750"
800,Uganda,2010,Arable land (% of total land area),33.7
800,Uganda,2010,Permanent crops (% of total land area),11
800,Uganda,2010,Forest cover (% of total land area),13.7
800,Uganda,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),72.24
800,Uganda,2018,Land area (thousand hectares),"20,052"
800,Uganda,2018,Arable land (thousand hectares),"6,900"
800,Uganda,2018,Permanent crops (thousand hectares),"2,200"
800,Uganda,2018,Forest cover (thousand hectares),"2,420"
800,Uganda,2018,Arable land (% of total land area),34.4
800,Uganda,2018,Permanent crops (% of total land area),11
800,Uganda,2018,Forest cover (% of total land area),12.1
800,Uganda,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),72.24
800,Uganda,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),72.24
804,Ukraine,2005,Land area (thousand hectares),"57,938"
804,Ukraine,2005,Arable land (thousand hectares),"32,452"
804,Ukraine,2005,Permanent crops (thousand hectares),901
